city,cloudiness,country,date,humidity,lat,lng,max temp,wind speed
Zapadnaya Dvina,24,RU,1551225335,84,56.26,32.09,22.79,10.29
Souillac,0,FR,1551225248,87,45.6,-0.6,50.0,3.36
Ponta do Sol,48,BR,1551225337,91,-20.63,-46.0,70.94,2.53
Sao Joao da Barra,0,BR,1551222000,83,-21.64,-41.05,80.6,2.24
Manokwari,68,ID,1551225341,100,-0.87,134.08,79.44,4.76
Dingle,0,PH,1551225342,70,11.0,122.67,74.94,12.53
Amga,64,RU,1551225343,66,60.89,131.98,1.82,4.09
Chirongui,0,YT,1551223800,88,-12.93,45.15,80.6,5.82
Fairbanks,1,US,1551225341,78,64.84,-147.72,30.0,2.24
Kichera,76,RU,1551225348,80,55.93,110.1,11.49,3.2
Clyde River,40,CA,1551222000,74,70.47,-68.59,-23.81,5.82
Qandala,0,SO,1551225351,75,11.47,49.87,60.63,2.08
Komatipoort,0,MZ,1551225352,72,-25.43,31.96,71.57,3.2
Ancud,0,CL,1551225353,68,-41.87,-73.83,59.06,6.89
Isangel,76,VU,1551225356,100,-19.55,169.27,77.73,15.1
Opuwo,0,NA,1551225357,69,-18.06,13.84,66.21,3.69
Porto Novo,40,BR,1551222000,88,-23.68,-45.44,71.6,4.7
Kruisfontein,0,ZA,1551225360,79,-34.0,24.73,60.86,16.11
Bethel,75,US,1551221760,96,60.79,-161.76,37.4,10.29
Vestmannaeyjar,92,IS,1551225364,90,63.44,-20.27,42.99,18.52
Phuthaditjhaba,0,ZA,1551225365,77,-28.53,28.82,45.69,3.02
Brewster,1,US,1551225352,25,41.76,-70.08,27.0,11.41
Carnarvon,0,ZA,1551225367,53,-30.97,22.13,55.82,7.72
Mnogovershinnyy,0,RU,1551225370,64,53.94,139.92,18.02,9.06
Erenhot,0,CN,1551225371,76,43.65,111.97,12.39,8.23
Khani,90,GE,1551222000,100,41.96,42.96,39.2,3.36
Sharjah,0,AE,1551222000,72,25.36,55.39,64.4,6.93
Nara,75,JP,1551225313,65,34.68,135.8,44.6,3.36
Prykolotne,88,UA,1551225376,95,50.16,37.35,31.34,10.58
Takestan,0,IR,1551222000,45,36.07,49.69,42.8,6.93
Greenwood,0,US,1551224707,14,32.03,-101.9,78.8,10.29
Asyut,0,EG,1551222000,54,27.18,31.19,57.2,12.75
Mar del Plata,0,AR,1551225383,37,-46.43,-67.52,67.43,18.57
Namanga,0,KE,1551225384,69,-2.55,36.79,61.71,5.7
Tumpat,75,MY,1551222000,74,6.2,102.17,80.6,8.05
Tianpeng,100,CN,1551225388,100,28.88,112.34,43.85,13.94
Minab,0,IR,1551222000,77,27.15,57.07,66.2,2.24
Tezu,76,IN,1551225390,97,27.93,96.16,47.13,1.74
Taft,80,PH,1551225394,92,11.9,125.42,76.74,10.02
Henties Bay,0,NA,1551222131,87,-22.12,14.28,68.0,1.01
Honiara,8,SB,1551225397,65,-9.43,159.96,85.88,3.09
Gallup,1,US,1551221580,29,35.53,-108.74,51.8,3.36
Mumford,48,GH,1551225399,90,5.26,-0.76,80.3,8.61
Clarence Town,20,AU,1551225206,60,-32.59,151.78,81.0,8.05
Winnipeg,75,CA,1551225276,59,49.88,-97.17,3.0,14.99
College,1,US,1551225364,78,64.86,-147.8,30.0,2.24
Ewa Beach,40,US,1551225057,64,21.32,-158.01,80.6,11.41
Amapa,20,HN,1551222000,61,15.09,-87.97,82.4,17.22
Ostersund,48,SE,1551225400,70,63.18,14.64,42.8,20.8
Humaita,90,AR,1551222000,87,-24.93,-65.37,66.2,4.7
Lyangasovo,92,RU,1551225415,94,58.52,49.45,25.67,12.3
Guerrero Negro,8,MX,1551225416,51,27.97,-114.04,67.16,9.4
York,0,GB,1551225124,66,53.96,-1.08,48.99,2.24
Redmond,40,US,1551225198,30,47.67,-122.12,44.01,14.99
Ilulissat,20,GL,1551221400,84,69.22,-51.1,-0.41,4.7
Faanui,0,PF,1551225427,100,-16.48,-151.75,83.63,3.58
Enterprise,40,US,1551225300,82,31.32,-85.86,69.8,4.7
Jizan,0,SA,1551222000,65,16.89,42.56,82.4,5.82
Alekseyevsk,68,RU,1551225431,76,57.84,108.35,19.59,6.55
Beringovskiy,80,RU,1551225432,89,63.05,179.32,30.21,27.07
Mehamn,80,NO,1551225433,95,71.03,27.85,28.41,3.36
Dhidhdhoo,0,MV,1551225435,100,6.88,73.1,81.24,6.78
Rocha,0,UY,1551225436,64,-34.48,-54.34,54.51,6.26
Burns Lake,0,CA,1551225425,51,54.23,-125.76,23.73,2.98
Itarana,0,BR,1551225438,60,-19.87,-40.88,79.76,6.33
Lunenburg,1,US,1551225436,34,42.59,-71.72,21.99,6.93
Hobyo,12,SO,1551225442,90,5.35,48.53,75.44,14.16
Vanimo,64,PG,1551225443,100,-2.67,141.3,81.74,5.32
Julfa,90,AZ,1551223800,93,38.95,45.63,39.2,6.93
Nantucket,1,US,1551225349,25,41.28,-70.1,28.4,11.41
Berberati,36,CF,1551225448,95,4.26,15.79,68.78,2.75
Prince Albert,90,CA,1551222000,50,53.2,-105.75,5.0,14.99
Gizo,75,IL,1551225403,82,31.8,34.94,57.2,10.29
Chipinge,0,ZW,1551225452,90,-20.19,32.62,69.81,2.75
Popondetta,20,PG,1551225453,78,-8.77,148.24,77.87,2.35
Lampa,0,CL,1551225428,26,-33.29,-70.87,80.6,18.34
Presque Isle,90,US,1551225203,59,46.68,-68.02,3.2,20.8
Mareeba,100,AU,1551225256,74,-16.99,145.42,80.6,10.29
Caravelas,8,BR,1551225459,100,-17.73,-39.27,83.99,18.34
Ferme-Neuve,24,CA,1551225460,44,46.7,-75.45,-0.84,8.61
Santa Marta,40,CO,1551222000,48,11.24,-74.21,87.8,23.04
Ketchikan,1,US,1551221760,52,55.34,-131.65,44.6,18.34
Jarocin,0,PL,1551225421,83,51.97,17.5,43.0,3.36
Raudeberg,92,NO,1551225306,93,61.99,5.14,46.0,10.29
Aksu,90,KZ,1551222000,86,52.04,76.93,26.6,17.9
At-Bashi,20,KG,1551225468,50,41.17,75.81,-9.44,2.46
Waipawa,0,NZ,1551225469,48,-39.94,176.59,69.81,11.74
Ryotsu,75,JP,1551222000,64,38.08,138.43,39.2,3.36
Kavaratti,0,IN,1551225472,100,10.57,72.64,81.56,10.25
Kalmunai,48,LK,1551225473,97,7.42,81.82,72.92,2.35
Lichinga,8,MZ,1551225474,93,-13.3,35.25,63.11,2.53
Jinxiang,64,CN,1551225480,77,35.07,116.31,32.19,2.86
Puerto Leguizamo,0,CO,1551225482,28,-0.19,-74.78,91.59,3.98
Palmer,0,AU,1551225408,47,-34.85,139.16,89.01,11.41
Sao Benedito do Rio Preto,92,BR,1551225485,96,-3.33,-43.53,73.59,3.31
Nanganga,88,TZ,1551225486,95,-10.41,39.17,74.36,2.46
Orodara,0,BF,1551222000,14,10.98,-4.92,77.0,8.05
Chapais,75,CA,1551224820,76,49.78,-74.86,-11.21,6.93
Mana,75,RS,1551223800,52,43.52,20.24,44.6,4.7
Karratha,0,AU,1551225491,78,-20.74,116.85,81.74,4.81
Elizabeth City,1,US,1551225218,76,36.3,-76.22,52.0,6.6
Thinadhoo,48,MV,1551225494,100,0.53,72.93,81.11,11.07
Borkenes,92,NO,1551225000,80,68.77,16.17,41.0,16.11
Arman,32,RU,1551225496,56,59.7,150.17,4.56,8.39
Seoul,40,KR,1551223800,59,37.57,126.98,39.2,1.12
Jinchang,64,CN,1551225499,49,38.52,102.19,3.98,2.53
Sawtell,90,AU,1551225198,61,-30.38,153.1,77.0,3.36
Pulandian,40,CN,1551223800,32,39.4,121.96,41.0,2.24
Moerai,88,PF,1551225502,100,-22.43,-151.33,77.96,10.58
Paka,0,HR,1551223800,64,45.29,18.06,39.2,9.17
Port Blair,0,IN,1551225505,98,11.67,92.75,83.45,10.4
Jiazi,90,CN,1551222000,100,19.61,110.49,69.8,4.47
Ostrovnoy,36,RU,1551225507,86,68.05,39.51,18.24,23.38
Poum,0,MK,1551225508,82,41.28,20.71,24.86,3.76
Panama City,90,US,1551225500,82,30.16,-85.65,64.99,3.36
Alice Springs,0,AU,1551222000,19,-23.7,133.88,86.0,4.59
Telde,0,ES,1551225337,77,27.99,-15.42,64.0,11.41
Mendi,0,ET,1551225513,64,9.8,35.1,58.74,2.46
Ogbomosho,8,NG,1551225515,95,8.13,4.25,71.57,6.82
Lafia,8,NG,1551225516,91,8.5,8.51,71.21,3.31
Sherghati,12,IN,1551225517,89,24.57,84.8,62.61,9.57
Ambulu,0,ID,1551225518,100,-8.35,113.61,79.85,3.2
Camacupa,48,AO,1551225375,93,-12.02,17.48,61.13,2.75
Numan,12,NG,1551225521,46,9.46,12.04,76.38,6.6
Ugoofaaru,20,MV,1551225522,100,5.67,73.0,81.83,8.12
Arys,90,KZ,1551222000,86,42.43,68.8,39.2,4.47
Kabelvag,92,NO,1551225524,94,68.21,14.48,40.52,28.86
Yulara,0,AU,1551222000,20,-25.24,130.99,86.0,10.29
Puerto Escondido,40,MX,1551221100,70,15.86,-97.07,84.2,9.17
Mondlo,0,ZA,1551225528,91,-27.96,30.72,53.88,2.8
Srednekolymsk,76,RU,1551225529,71,67.46,153.71,-16.64,4.54
Svetlyy Yar,90,RU,1551222000,100,48.48,44.79,30.2,4.47
General Roca,0,AR,1551222000,22,-39.03,-67.58,75.2,6.93
Lavagna,0,IT,1551225514,50,44.31,9.34,57.0,4.7
Rio Gallegos,0,AR,1551222000,75,-51.62,-69.22,55.4,28.86
Ust-Maya,68,RU,1551225537,64,60.42,134.54,-8.99,2.68
Mossendjo,80,CG,1551225538,95,-2.95,12.72,72.92,2.19
Bubaque,0,GW,1551225542,88,11.28,-15.83,81.06,13.6
Salinopolis,100,BR,1551225507,100,-0.61,-47.36,78.09,11.25
Sept-Iles,90,CA,1551222000,60,50.2,-66.38,5.0,18.34
Meridian,90,US,1551221880,45,32.36,-88.7,66.2,3.36
Cap-aux-Meules,90,CA,1551222000,71,47.38,-61.86,6.8,36.91
Balasore,88,IN,1551225550,100,21.5,86.92,66.48,3.69
Ambilobe,92,MG,1551225552,100,-13.19,49.05,74.58,2.24
Hami,0,CN,1551225553,62,42.84,93.51,16.22,8.01
Zyryanovsk,88,KZ,1551225554,73,49.74,84.27,12.08,2.57
Makinsk,56,KZ,1551225555,84,52.63,70.42,12.98,8.12
Gualeguaychu,0,AR,1551225500,54,-33.01,-58.51,63.0,1.01
Senneterre,20,CA,1551222000,76,48.39,-77.24,-4.01,4.7
Eldersburg,12,US,1551225546,30,39.4,-76.95,46.0,10.85
Gravelbourg,12,CA,1551225560,59,49.88,-106.56,-3.77,6.78
Bonnyville,90,CA,1551223320,60,54.27,-110.74,8.6,11.41
High Level,75,CA,1551222000,63,58.52,-117.13,28.4,5.82
Hovd,0,NO,1551225514,75,63.83,10.7,45.0,16.11
Arlit,0,NE,1551225565,67,18.74,7.39,60.18,6.82
Chicama,0,PE,1551222000,74,-7.84,-79.15,78.8,8.05
Naze,40,NG,1551222000,94,5.43,7.07,75.2,1.45
Sakaiminato,90,JP,1551224919,100,35.55,133.23,39.2,3.36
Comodoro Rivadavia,20,AR,1551222000,51,-45.87,-67.48,62.6,9.17
Jacareacanga,76,BR,1551225575,84,-6.22,-57.76,76.07,2.53
Jinka,0,ET,1551225577,59,5.79,36.57,60.14,2.08
Alihe,0,CN,1551225578,58,50.57,123.73,11.72,2.57
Bodden Town,40,KY,1551223804,78,19.28,-81.25,82.4,12.75
Rome,0,IT,1551225424,66,41.89,12.48,52.0,8.05
Singaparna,8,ID,1551225582,91,-7.35,108.11,68.78,1.97
Marsh Harbour,92,BS,1551225583,100,26.54,-77.06,71.16,25.39
Borogontsy,48,RU,1551225584,72,62.67,131.17,-17.09,3.31
Pangai,90,TO,1551222000,89,-19.8,-174.35,84.2,16.11
Quelimane,20,MZ,1551222000,83,-17.88,36.89,78.8,2.24
Caucaia,0,BR,1551225532,78,-3.73,-38.66,82.4,4.7
Okhotsk,8,RU,1551225590,100,59.36,143.24,-7.19,6.78
Kavieng,88,PG,1551225593,100,-2.57,150.8,80.88,11.63
Homer,1,US,1551225506,64,59.64,-151.54,39.2,6.93
Evansville,1,US,1551225518,37,37.97,-87.56,57.2,3.36
Sasvad,0,IN,1551225596,82,18.33,74.03,50.06,3.2
Cape Canaveral,75,US,1551225579,73,28.41,-80.6,71.6,8.05
Kontagora,80,NG,1551225599,77,10.4,5.47,77.28,4.99
Dawlatabad,0,AF,1551225605,69,36.41,64.91,27.65,4.32
Price,1,US,1551225141,59,39.6,-110.81,35.6,3.36
Norman Wells,40,CA,1551222000,68,65.28,-126.83,24.8,19.46
Pinkafeld,0,AT,1551225424,45,47.37,16.12,48.2,5.82
Nishihara,75,JP,1551225604,39,35.74,139.53,48.99,11.41
Puerto El Triunfo,0,SV,1551225000,51,13.27,-88.55,86.0,2.24
Kalmar,8,SE,1551224702,100,56.66,16.36,39.0,4.7
Sao Domingos,44,BR,1551225625,89,-13.4,-46.32,73.19,3.24
Riyadh,75,SA,1551222000,15,24.63,46.72,68.0,12.75
Vao,8,EE,1551225627,75,59.1,26.19,21.17,4.81
Margate,20,AU,1551225555,50,-43.03,147.26,64.0,8.05
Gawler,0,AU,1551225604,47,-34.6,138.75,89.01,11.41
Bandarbeyla,20,SO,1551225631,100,9.49,50.81,76.97,12.3
Kushima,75,JP,1551222000,76,31.5,131.29,50.0,8.05
Pevek,20,RU,1551225634,79,69.7,170.27,-5.03,0.96
Praia da Vitoria,20,PT,1551222000,71,38.73,-27.07,57.2,22.82
Byron Bay,40,AU,1551225369,54,-28.65,153.62,78.8,8.05
Felipe Carrillo Puerto,56,MX,1551225637,56,19.58,-88.05,81.78,8.01
Lakselv,92,NO,1551225009,86,70.05,24.96,28.4,11.41
Lamu,12,ID,1551225640,100,0.57,122.3,74.99,2.75
Saint-Joseph,0,FR,1551225610,87,43.56,6.97,55.99,4.7
Te Anau,56,NZ,1551225643,67,-45.41,167.72,50.96,9.84
Namibe,56,AO,1551225644,100,-15.19,12.15,76.52,6.55
Antalaha,92,MG,1551225645,97,-14.9,50.28,77.42,8.79
Coahuayana,0,MX,1551225648,28,18.62,-100.35,85.7,2.68
Port Lincoln,0,AU,1551225649,83,-34.72,135.86,73.28,6.49
Dakar,20,SN,1551223800,40,14.69,-17.45,71.6,11.41
La Plata,0,AR,1551225289,67,-34.92,-57.95,68.0,3.36
Nabire,32,ID,1551225654,89,-3.36,135.5,74.27,1.97
Jardim,80,BR,1551225655,97,-21.48,-56.15,69.95,5.03
Nome,90,US,1551225645,93,30.04,-94.42,62.6,5.82
Teya,40,MX,1551221460,28,21.05,-89.07,93.2,11.41
Golub-Dobrzyn,0,PL,1551225644,95,53.11,19.05,37.99,3.0
Emmanouil Pappas,0,GR,1551225484,62,41.08,23.72,46.0,3.53
Machiques,76,VE,1551225664,84,10.06,-72.55,68.51,7.27
Kasongo-Lunda,88,CD,1551225665,98,-6.48,16.82,67.34,2.68
Ranong,0,TH,1551225666,100,9.96,98.62,79.89,12.37
Gimli,48,CA,1551225604,67,50.63,-96.99,3.0,5.99
Mount Gambier,0,AU,1551222000,63,-37.83,140.78,64.4,9.17
Uruzgan,76,AF,1551225671,74,32.93,66.63,8.34,1.74
Coari,36,BR,1551225673,94,-4.09,-63.14,76.61,5.37
Cehegin,0,ES,1551225561,49,38.09,-1.8,51.01,3.0
Honningsvag,92,NO,1551225675,100,70.98,25.97,29.9,7.05
Phan Thiet,24,VN,1551225676,93,10.93,108.1,76.29,15.28
Kasongo,24,CD,1551225678,91,-4.43,26.67,72.51,2.3
Goma,12,CD,1551225679,99,-1.67,29.23,55.64,2.75
Sola,36,NO,1551225605,100,58.89,5.65,39.2,1.52
Ca Mau,12,VN,1551225682,90,9.18,105.15,76.56,10.58
Gold Coast,40,AU,1551225499,57,-28.0,153.41,82.0,9.17
Lonavale,0,IN,1551223800,73,18.75,73.42,73.4,2.08
Luanda,40,AO,1551222000,79,-8.83,13.24,84.2,5.82
Singaraja,0,ID,1551225395,97,-8.11,115.08,76.29,1.74
Kachug,12,RU,1551225689,61,53.96,105.89,-0.98,2.53
Vanavara,76,RU,1551225690,79,60.35,102.28,13.11,5.03
George,20,NG,1551222000,94,6.63,3.35,77.0,2.24
San Ignacio,0,CL,1551225083,30,-36.8,-72.03,82.4,9.17
Saquena,56,PE,1551225694,65,-4.67,-73.52,85.07,6.26
San Quintin,0,PH,1551225695,70,17.54,120.52,69.36,6.38
Cabedelo,0,BR,1551222000,83,-6.97,-34.84,82.4,6.93
Harstad,92,NO,1551225000,80,68.8,16.53,41.0,16.11
Sisimiut,0,GL,1551225699,62,66.94,-53.67,-8.49,2.98
Banamba,0,ML,1551225700,22,13.55,-7.45,61.58,10.74
Hattiesburg,90,US,1551225343,87,31.33,-89.29,59.0,3.36
Wanning,0,AT,1551225698,73,48.64,13.53,42.01,8.05
Viedma,80,AR,1551225704,57,-40.81,-62.99,63.02,12.82
Kuybyshevo,48,UA,1551225705,100,44.63,33.86,37.23,9.8
Atambua,0,ID,1551225707,100,-9.11,124.89,81.2,4.99
Gwadar,0,PK,1551225708,94,25.12,62.33,62.43,3.36
Leh,20,IN,1551225709,60,34.16,77.58,-23.34,1.19
Constitucion,5,MX,1551221100,8,23.99,-104.67,78.8,12.75
Madimba,75,CM,1551222000,83,4.42,9.93,80.6,3.36
Gigmoto,88,PH,1551225716,100,13.78,124.39,76.56,11.86
Tautira,75,PF,1551225185,70,-17.73,-149.15,86.0,9.17
Isla Mujeres,20,MX,1551225184,74,21.23,-86.73,80.01,9.17
Arinos,0,BR,1551225721,85,-15.92,-46.11,74.99,2.98
Kharitonovo,0,RU,1551225724,74,61.4,47.5,7.76,8.84
Salalah,0,OM,1551221400,69,17.01,54.1,75.2,3.36
Naliya,0,IN,1551225726,89,23.26,68.83,52.89,2.75
Jutai,92,BR,1551225728,98,-1.71,-47.89,72.69,1.52
Pilar,0,AR,1551225606,31,-34.46,-58.91,68.0,7.83
Halifax,90,CA,1551225424,51,44.65,-63.58,15.8,25.28
Novyy Urengoy,56,RU,1551225733,79,66.08,76.63,-4.71,9.84
Vila do Maio,0,CV,1551222000,60,15.13,-23.22,69.8,14.99
Ramnagar,24,IN,1551225735,65,27.17,84.33,60.59,8.34
Dudinka,0,RU,1551225736,71,69.41,86.18,-16.73,4.81
Yar-Sale,0,RU,1551225655,60,66.83,70.83,-12.99,9.8
Nouadhibou,0,MR,1551222000,37,20.93,-17.03,69.8,13.87
Lasa,40,CY,1551225692,77,34.92,32.53,60.8,21.92
Nanortalik,0,GL,1551225741,100,60.14,-45.24,29.04,15.77
Saint Pete Beach,90,US,1551225737,93,27.73,-82.74,66.99,5.82
Qinhuangdao,56,CN,1551225745,52,39.94,119.59,31.74,2.08
Manavgat,75,TR,1551223200,66,36.79,31.44,53.6,6.93
Voh,32,NC,1551225748,93,-20.95,164.69,78.41,29.42
Altay,0,CN,1551225749,55,47.83,88.13,-5.3,3.98
Vakhrushi,88,RU,1551225751,90,57.97,54.45,18.65,6.78
Houma,12,CN,1551225752,89,35.63,111.36,25.26,2.35
Kimbe,92,PG,1551225753,100,-5.56,150.15,78.77,2.86
Rundu,20,NA,1551225754,53,-17.91,19.77,72.38,3.58
Veinticinco de Mayo,0,AR,1551225756,83,-27.38,-54.75,67.56,6.78
Santa Ines,90,EC,1551222000,82,-0.82,-78.63,57.2,2.24
Sayanogorsk,20,RU,1551225759,77,53.09,91.41,6.95,2.01
Hit,0,IQ,1551225761,55,33.64,42.83,52.08,13.15
